145 126
45 63
-29 -19
-199 -88
-186 -11
73 -135
-73 -67
-127 143
282 134
-115 -51
74 -101
126 -86
102 17
54 74
211 -46
237 16
258 -144
-9 59
265 133
-203 -13
2 -13
271 -5
101 116
137 128
96 65
256 -57
-184 -22
-279 -137
112 32
-12 -13
219 87
235 -57
-280 -106
157 -60
-207 45
-234 143
242 -128
-110 106
284 -6
227 -102
-189 -31
-162 -27
253 -82
96 -107
23 -48
23 18
-212 -142
-273 -100
87 -31
-21 30
294 66
132 75
-94 -117
-239 -52
196 48
-156 92
0 -113
240 -41
110 -21
-248 -116
285 -132
257 -144
173 28
10 -108
-177 53
-14 -32
-245 -44
291 -25
-28 -55
-187 128
274 -102
-244 124
188 11
100 79
-266 -1
57 -138
34 104
-153 -49
-102 64
-283 120
80 -128
-170 -133
-17 144
-71 -108
-81 104
-37 -22
-267 -143
184 52
-157 91
196 49
-202 63
168 65
-235 11
