-204 66
-26 0
63 -129
184 122
102 16
-218 -6
214 69
106 -63
-68 -23
-186 7
-189 -89
10 -56
-22 -40
199 62
289 34
241 -82
-250 81
-121 5
-28 108
116 -36
-279 0
196 -26
213 60
-35 121
28 -94
-175 -34
67 -101
81 -9
286 130
-242 129
44 110
-181 -141
285 95
-206 71
208 -138
-90 81
42 65
63 118
-79 -26
-240 -125
-54 -139
-205 -28
9 92
277 -108
261 -65
52 17
72 105
135 -101
116 76
259 44
119 63
-265 -134
-247 -59
-218 54
-86 80
174 -112
-43 -22
-84 22
-193 -68
-4 17
-78 -135
-115 35
-164 33
-262 27
255 -24
-93 109
249 -118
-291 -107
77 -95
75 -58
222 44
289 -39
6 -25
235 76
-180 -102
-179 -38
-213 -61
72 8
240 -93
256 138
-51 40
144 -54
-95 16
-274 94
85 30
-53 47
289 -143
-154 -36
33 -94
15 -116
205 -38
148 117
-267 -28
