152 -119
77 -6
244 52
193 11
-176 84
163 134
272 -25
237 140
253 -35
-153 -91
13 -138
60 60
-219 -39
57 16
279 -60
-49 -55
-25 122
-161 -50
-115 -108
240 86
219 -80
50 -16
227 -49
-158 113
12 -2
279 109
137 76
164 -79
-191 67
-143 59
-250 21
-6 -29
-149 -59
-276 -33
-218 -105
287 -2
40 54
-201 94
174 -97
171 111
-111 -28
27 -103
17 -143
-13 -112
279 -23
-278 -62
4 17
-16 54
26 23
-162 -18
-21 -106
-294 138
-140 130
88 28
-270 97
-267 -54
167 -83
222 -6
-153 48
-126 143
-241 -11
145 -37
27 124
-287 -40
-32 69
213 -25
277 -23
277 -40
47 -100
-250 -40
277 142
-116 -112
7 -44
-36 -141
-182 -119
121 49
-111 -101
93 -80
-160 -109
-20 53
290 -108
-30 -117
105 11
-282 100
-3 24
149 -118
-25 82
-294 -85
-97 140
-52 43
-6 60
-202 -63
-42 131
